,County,Region,FIPS Code,B01001A_001E,B01001A_002E,B01001A_003E,B01001A_004E,B01001A_005E,B01001A_006E,B01001A_007E,B01001A_008E,B01001A_009E,B01001A_010E,B01001A_011E,B01001A_012E,B01001A_013E,B01001A_014E,B01001A_015E,B01001A_016E,B01001A_017E,B01001A_018E,B01001A_019E,B01001A_020E,B01001A_021E,B01001A_022E,B01001A_023E,B01001A_024E,B01001A_025E,B01001A_026E,B01001A_027E,B01001A_028E,B01001A_029E,B01001A_030E,B01001A_031E,B01001B_001E,B01001B_002E,B01001B_003E,B01001B_004E,B01001B_005E,B01001B_006E,B01001B_007E,B01001B_008E,B01001B_009E,B01001B_010E,B01001B_011E,B01001B_012E,B01001B_013E,B01001B_014E,B01001B_015E,B01001B_016E,B01001B_017E,B01001B_018E,B01001B_019E,B01001B_020E,B01001B_021E,B01001B_022E,B01001B_023E,B01001B_024E,B01001B_025E,B01001B_026E,B01001B_027E,B01001B_028E,B01001B_029E,B01001B_030E,B01001B_031E,B01001C_001E,B01001C_002E,B01001C_003E,B01001C_004E,B01001C_005E,B01001C_006E,B01001C_007E,B01001C_008E,B01001C_009E,B01001C_010E,B01001C_011E,B01001C_012E,B01001C_013E,B01001C_014E,B01001C_015E,B01001C_016E,B01001C_017E,B01001C_018E,B01001C_019E,B01001C_020E,B01001C_021E,B01001C_022E,B01001C_023E,B01001C_024E,B01001C_025E,B01001C_026E,B01001C_027E,B01001C_028E,B01001C_029E,B01001C_030E,B01001C_031E,B01001D_001E,B01001D_002E,B01001D_003E,B01001D_004E,B01001D_005E,B01001D_006E,B01001D_007E,B01001D_008E,B01001D_009E,B01001D_010E,B01001D_011E,B01001D_012E,B01001D_013E,B01001D_014E,B01001D_015E,B01001D_016E,B01001D_017E,B01001D_018E,B01001D_019E,B01001D_020E,B01001D_021E,B01001D_022E,B01001D_023E,B01001D_024E,B01001D_025E,B01001D_026E,B01001D_027E,B01001D_028E,B01001D_029E,B01001D_030E,B01001D_031E,B01001E_001E,B01001E_002E,B01001E_003E,B01001E_004E,B01001E_005E,B01001E_006E,B01001E_007E,B01001E_008E,B01001E_009E,B01001E_010E,B01001E_011E,B01001E_012E,B01001E_013E,B01001E_014E,B01001E_015E,B01001E_016E,B01001E_017E,B01001E_018E,B01001E_019E,B01001E_020E,B01001E_021E,B01001E_022E,B01001E_023E,B01001E_024E,B01001E_025E,B01001E_026E,B01001E_027E,B01001E_028E,B01001E_029E,B01001E_030E,B01001E_031E,B01001F_001E,B01001F_002E,B01001F_003E,B01001F_004E,B01001F_005E,B01001F_006E,B01001F_007E,B01001F_008E,B01001F_009E,B01001F_010E,B01001F_011E,B01001F_012E,B01001F_013E,B01001F_014E,B01001F_015E,B01001F_016E,B01001F_017E,B01001F_018E,B01001F_019E,B01001F_020E,B01001F_021E,B01001F_022E,B01001F_023E,B01001F_024E,B01001F_025E,B01001F_026E,B01001F_027E,B01001F_028E,B01001F_029E,B01001F_030E,B01001F_031E,B01001G_001E,B01001G_002E,B01001G_003E,B01001G_004E,B01001G_005E,B01001G_006E,B01001G_007E,B01001G_008E,B01001G_009E,B01001G_010E,B01001G_011E,B01001G_012E,B01001G_013E,B01001G_014E,B01001G_015E,B01001G_016E,B01001G_017E,B01001G_018E,B01001G_019E,B01001G_020E,B01001G_021E,B01001G_022E,B01001G_023E,B01001G_024E,B01001G_025E,B01001G_026E,B01001G_027E,B01001G_028E,B01001G_029E,B01001G_030E,B01001G_031E,B01001H_001E,B01001H_002E,B01001H_003E,B01001H_004E,B01001H_005E,B01001H_006E,B01001H_007E,B01001H_008E,B01001H_009E,B01001H_010E,B01001H_011E,B01001H_012E,B01001H_013E,B01001H_014E,B01001H_015E,B01001H_016E,B01001H_017E,B01001H_018E,B01001H_019E,B01001H_020E,B01001H_021E,B01001H_022E,B01001H_023E,B01001H_024E,B01001H_025E,B01001H_026E,B01001H_027E,B01001H_028E,B01001H_029E,B01001H_030E,B01001H_031E,B01001I_001E,B01001I_002E,B01001I_003E,B01001I_004E,B01001I_005E,B01001I_006E,B01001I_007E,B01001I_008E,B01001I_009E,B01001I_010E,B01001I_011E,B01001I_012E,B01001I_013E,B01001I_014E,B01001I_015E,B01001I_016E,B01001I_017E,B01001I_018E,B01001I_019E,B01001I_020E,B01001I_021E,B01001I_022E,B01001I_023E,B01001I_024E,B01001I_025E,B01001I_026E,B01001I_027E,B01001I_028E,B01001I_029E,B01001I_030E,B01001I_031E
27,Napa,Bay Area,055,98614.0,48914.0,2314.0,2407.0,3055.0,1831.0,1046.0,2502.0,2705.0,3053.0,5804.0,6649.0,7058.0,5956.0,3584.0,950.0,49700.0,2015.0,2114.0,2756.0,1667.0,989.0,2714.0,2835.0,2819.0,5783.0,6496.0,7500.0,6576.0,3499.0,1937.0,2862.0,1558.0,102.0,15.0,64.0,23.0,43.0,125.0,99.0,74.0,294.0,239.0,184.0,193.0,57.0,46.0,1304.0,41.0,75.0,96.0,91.0,93.0,76.0,25.0,103.0,226.0,170.0,156.0,123.0,10.0,19.0,961.0,524.0,15.0,69.0,16.0,12.0,0.0,56.0,85.0,75.0,19.0,48.0,46.0,83.0,0.0,0.0,437.0,31.0,21.0,12.0,20.0,25.0,32.0,83.0,0.0,0.0,80.0,68.0,58.0,7.0,0.0,10485.0,4909.0,220.0,256.0,321.0,161.0,171.0,346.0,400.0,188.0,732.0,726.0,667.0,457.0,225.0,39.0,5576.0,149.0,260.0,280.0,265.0,173.0,355.0,359.0,339.0,831.0,824.0,721.0,583.0,368.0,69.0,261.0,135.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,Nevada,Far North,057,91597.0,45101.0,1902.0,2008.0,2432.0,1429.0,787.0,2061.0,2061.0,2331.0,5107.0,5285.0,7498.0,7641.0,3469.0,1090.0,46496.0,1847.0,1658.0,2282.0,1402.0,754.0,1785.0,1994.0,2269.0,4958.0,5177.0,8633.0,8277.0,3425.0,2035.0,410.0,250.0,0.0,0.0,0.0,1.0,0.0,22.0,25.0,41.0,63.0,31.0,27.0,25.0,15.0,0.0,160.0,0.0,92.0,0.0,1.0,0.0,0.0,0.0,0.0,10.0,12.0,1.0,15.0,29.0,0.0,496.0,239.0,7.0,10.0,6.0,3.0,40.0,0.0,0.0,9.0,101.0,20.0,9.0,19.0,15.0,0.0,257.0,7.0,22.0,0.0,37.0,8.0,17.0,0.0,5.0,1.0,16.0,75.0,69.0,0.0,0.0,1108.0,411.0,12.0,8.0,18.0,14.0,25.0,0.0,9.0,54.0,48.0,59.0,99.0,31.0,2.0,32.0,697.0,0.0,13.0,14.0,2.0,40.0,0.0,14.0,78.0,91.0,120.0,71.0,93.0,39.0,122.0,150.0,96.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,Orange,South Coast,059,1826960.0,906624.0,46483.0,47073.0,57338.0,34422.0,22137.0,60090.0,68251.0,62406.0,111178.0,127466.0,127553.0,82886.0,41010.0,18331.0,920336.0,44050.0,48481.0,52390.0,33029.0,21416.0,57054.0,63460.0,57312.0,106762.0,128350.0,129697.0,93881.0,52949.0,31505.0,54061.0,27779.0,1455.0,1290.0,1606.0,1009.0,634.0,2094.0,2554.0,2437.0,4172.0,4116.0,3931.0,1658.0,601.0,222.0,26282.0,1116.0,1138.0,1672.0,944.0,803.0,1861.0,2187.0,1756.0,3809.0,3930.0,3808.0,2088.0,950.0,220.0,15552.0,8057.0,252.0,535.0,449.0,430.0,181.0,623.0,680.0,509.0,1266.0,1111.0,1169.0,441.0,245.0,166.0,7495.0,472.0,402.0,561.0,375.0,302.0,409.0,465.0,493.0,1138.0,1039.0,830.0,608.0,301.0,100.0,667534.0,316053.0,19293.0,17418.0,18704.0,11685.0,7799.0,18770.0,23751.0,22424.0,44478.0,48320.0,37951.0,26030.0,14119.0,5311.0,351481.0,18061.0,16447.0,18825.0,10830.0,7483.0,18862.0,24001.0,24875.0,54392.0,55432.0,45776.0,32543.0,17134.0,6820.0,9497.0,4683.0,298.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,Placer,Sacramento Metro,061,314938.0,153578.0,7856.0,9105.0,9582.0,6095.0,3263.0,7918.0,8197.0,8805.0,19380.0,21062.0,21793.0,17742.0,9045.0,3735.0,161360.0,7642.0,8825.0,9407.0,5986.0,2896.0,7647.0,7867.0,8846.0,19539.0,21802.0,23378.0,20556.0,11452.0,5517.0,6310.0,3497.0,136.0,195.0,220.0,135.0,150.0,189.0,307.0,250.0,560.0,386.0,498.0,320.0,149.0,2.0,2813.0,115.0,22.0,299.0,112.0,143.0,104.0,338.0,114.0,422.0,296.0,442.0,243.0,66.0,97.0,2204.0,892.0,23.0,29.0,95.0,76.0,0.0,22.0,7.0,21.0,195.0,74.0,156.0,97.0,97.0,0.0,1312.0,86.0,113.0,51.0,102.0,8.0,24.0,69.0,79.0,134.0,263.0,226.0,52.0,89.0,16.0,31938.0,14706.0,720.0,1070.0,1339.0,673.0,412.0,826.0,761.0,898.0,2451.0,2261.0,1514.0,1055.0,624.0,102.0,17232.0,739.0,938.0,1306.0,604.0,292.0,686.0,867.0,1104.0,3151.0,2861.0,1901.0,1575.0,917.0,291.0,910.0,386.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,Plumas,Far North,063,16679.0,8273.0,397.0,418.0,344.0,210.0,242.0,205.0,357.0,386.0,790.0,887.0,1457.0,1672.0,769.0,139.0,8406.0,357.0,407.0,309.0,241.0,159.0,244.0,375.0,373.0,832.0,934.0,1692.0,1527.0,720.0,236.0,279.0,133.0,0.0,0.0,0.0,0.0,18.0,0.0,97.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,146.0,0.0,14.0,48.0,0.0,0.0,42.0,0.0,5.0,37.0,0.0,0.0,0.0,0.0,0.0,350.0,265.0,0.0,36.0,40.0,0.0,28.0,5.0,0.0,2.0,9.0,73.0,60.0,0.0,12.0,0.0,85.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,7.0,7.0,29.0,0.0,2.0,0.0,232.0,125.0,0.0,0.0,0.0,0.0,20.0,10.0,80.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,107.0,0.0,0.0,25.0,0.0,16.0,0.0,0.0,0.0,0.0,56.0,0.0,10.0,0.0,0.0,29.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,Riverside,Inland Empire,065,1358654.0,678951.0,39466.0,42325.0,46688.0,28133.0,17082.0,40332.0,45862.0,43248.0,84026.0,84026.0,87859.0,67200.0,39032.0,13672.0,679703.0,37581.0,40585.0,44730.0,26739.0,16312.0,38189.0,43269.0,41547.0,82003.0,81468.0,88914.0,73611.0,45135.0,19620.0,157908.0,78961.0,4914.0,4909.0,6184.0,3331.0,2160.0,6102.0,6855.0,5712.0,9632.0,10643.0,9915.0,5594.0,2677.0,333.0,78947.0,4635.0,4375.0,5710.0,3339.0,2455.0,5699.0,6136.0,5032.0,10154.0,10529.0,10015.0,6543.0,3257.0,1068.0,18852.0,9601.0,651.0,724.0,706.0,447.0,251.0,696.0,839.0,754.0,1221.0,1253.0,1017.0,742.0,204.0,96.0,9251.0,922.0,482.0,560.0,390.0,278.0,704.0,620.0,760.0,1217.0,1034.0,1212.0,683.0,306.0,83.0,164464.0,76566.0,4287.0,4013.0,5349.0,3247.0,2763.0,5413.0,5921.0,4925.0,9991.0,10708.0,9272.0,6807.0,3120.0,750.0,87898.0,4485.0,4156.0,5112.0,2811.0,2511.0,5204.0,5458.0,5564.0,13534.0,13219.0,11812.0,8412.0,3479.0,2141.0,7915.0,4158.0,289.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,Sacramento,Sacramento Metro,067,839349.0,410038.0,22813.0,23840.0,25263.0,13925.0,8281.0,23631.0,30313.0,31545.0,55003.0,54352.0,56356.0,39213.0,17875.0,7628.0,429311.0,22001.0,23060.0,23727.0,13570.0,7714.0,22230.0,31086.0,31208.0,54354.0,55221.0,61873.0,46851.0,23322.0,13094.0,148884.0,73995.0,5220.0,5135.0,5421.0,3102.0,2210.0,5873.0,7032.0,5753.0,9190.0,9287.0,8482.0,4583.0,1876.0,831.0,74889.0,4498.0,4617.0,4748.0,3057.0,1890.0,5429.0,6861.0,5675.0,9359.0,9462.0,9671.0,5566.0,3099.0,957.0,9505.0,4445.0,116.0,313.0,169.0,207.0,57.0,309.0,457.0,403.0,653.0,514.0,785.0,319.0,126.0,17.0,5060.0,259.0,194.0,251.0,145.0,107.0,317.0,415.0,271.0,700.0,526.0,864.0,573.0,308.0,130.0,256464.0,122626.0,8399.0,8876.0,8409.0,5223.0,2850.0,7684.0,10656.0,10357.0,17130.0,15248.0,13102.0,8920.0,3753.0,2019.0,133838.0,8013.0,8599.0,7721.0,5045.0,2248.0,7670.0,11293.0,11680.0,19577.0,17383.0,15120.0,10848.0,5441.0,3200.0,17028.0,7920.0,367.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,San Benito,Central Coast,069,45157.0,22507.0,1412.0,1472.0,1744.0,925.0,648.0,1389.0,1619.0,1593.0,2937.0,3050.0,2790.0,1894.0,780.0,254.0,22650.0,1413.0,1681.0,1406.0,921.0,580.0,1344.0,1631.0,1534.0,2913.0,2882.0,2921.0,1999.0,893.0,532.0,523.0,225.0,0.0,0.0,0.0,2.0,0.0,13.0,0.0,22.0,47.0,84.0,48.0,9.0,0.0,0.0,298.0,0.0,0.0,0.0,51.0,25.0,2.0,28.0,4.0,15.0,64.0,98.0,10.0,0.0,1.0,527.0,226.0,0.0,3.0,2.0,25.0,0.0,4.0,0.0,95.0,21.0,1.0,57.0,15.0,3.0,0.0,301.0,5.0,4.0,27.0,35.0,0.0,31.0,0.0,34.0,46.0,52.0,42.0,18.0,7.0,0.0,1745.0,914.0,42.0,84.0,133.0,15.0,27.0,67.0,49.0,23.0,128.0,130.0,99.0,50.0,53.0,14.0,831.0,42.0,0.0,4.0,47.0,6.0,28.0,28.0,73.0,123.0,158.0,172.0,50.0,88.0,12.0,63.0,45.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,San Bernardino,Inland Empire,071,1212480.0,605522.0,40179.0,40291.0,45197.0,26908.0,16313.0,44131.0,47235.0,42949.0,78958.0,74081.0,73712.0,47723.0,21006.0,6839.0,606958.0,37546.0,41687.0,42182.0,24942.0,14762.0,41036.0,45410.0,42000.0,75135.0,74357.0,77167.0,52332.0,25383.0,13019.0,176523.0,85699.0,6438.0,5978.0,6386.0,3669.0,2449.0,7353.0,7629.0,6861.0,10526.0,9997.0,9786.0,5623.0,2504.0,500.0,90824.0,6040.0,5994.0,6163.0,3671.0,2449.0,6590.0,7786.0,6584.0,10997.0,11460.0,11869.0,6820.0,3062.0,1339.0,18369.0,8933.0,487.0,475.0,454.0,586.0,173.0,751.0,822.0,626.0,1164.0,1215.0,1314.0,404.0,378.0,84.0,9436.0,698.0,443.0,738.0,459.0,337.0,932.0,601.0,921.0,1092.0,1024.0,1103.0,754.0,236.0,98.0,159917.0,75656.0,5671.0,4335.0,4681.0,2918.0,1575.0,4613.0,5798.0,5643.0,10684.0,10298.0,9410.0,6448.0,2808.0,774.0,84261.0,5161.0,4499.0,4480.0,2524.0,1392.0,4139.0,5957.0,6011.0,12841.0,12205.0,11795.0,8399.0,3339.0,1519.0,6788.0,3376.0,253.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,San Diego,San Diego,073,2213608.0,1122866.0,64394.0,60666.0,64397.0,37495.0,30246.0,90098.0,95383.0,89033.0,149472.0,140354.0,139795.0,96883.0,44951.0,19699.0,1090742.0,60578.0,57432.0,61617.0,35423.0,25829.0,70062.0,85246.0,81437.0,140486.0,135018.0,143630.0,106883.0,55431.0,31670.0,164042.0,88835.0,4796.0,5005.0,4806.0,2558.0,2935.0,9940.0,9916.0,7708.0,12569.0,10757.0,10168.0,4954.0,2259.0,464.0,75207.0,5084.0,4577.0,4635.0,2584.0,1798.0,6629.0,7065.0,6142.0,9956.0,8822.0,8973.0,5281.0,2635.0,1026.0,24373.0,12941.0,633.0,528.0,702.0,336.0,545.0,1607.0,1615.0,827.0,1581.0,1685.0,1477.0,966.0,369.0,70.0,11432.0,424.0,497.0,777.0,521.0,196.0,1132.0,927.0,759.0,1271.0,1768.0,1660.0,906.0,310.0,284.0,398526.0,187741.0,10115.0,9951.0,9883.0,6059.0,5759.0,14348.0,17947.0,17375.0,28060.0,24720.0,19887.0,14195.0,6876.0,2566.0,210785.0,9275.0,8918.0,9422.0,5858.0,4981.0,12292.0,17527.0,18469.0,33067.0,30649.0,26027.0,19810.0,9950.0,4540.0,13727.0,6858.0,477.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,San Francisco,Bay Area,075,392476.0,212189.0,8018.0,5589.0,4763.0,2417.0,2167.0,8226.0,26795.0,30272.0,38858.0,31561.0,24928.0,17492.0,7944.0,3159.0,180287.0,7556.0,5051.0,4828.0,2590.0,2817.0,8698.0,23467.0,24898.0,30088.0,22095.0,18068.0,16099.0,8327.0,5705.0,44930.0,23558.0,1056.0,727.0,905.0,666.0,608.0,1465.0,2417.0,2271.0,3065.0,3412.0,3439.0,2143.0,851.0,533.0,21372.0,1144.0,805.0,1104.0,605.0,502.0,1595.0,2069.0,1891.0,2469.0,2389.0,2841.0,1951.0,1274.0,733.0,3800.0,2141.0,131.0,97.0,61.0,104.0,24.0,208.0,125.0,171.0,401.0,377.0,279.0,66.0,73.0,24.0,1659.0,0.0,337.0,11.0,86.0,42.0,154.0,112.0,73.0,330.0,187.0,131.0,185.0,11.0,0.0,300339.0,139396.0,4610.0,4444.0,5173.0,3073.0,2166.0,8277.0,15180.0,14361.0,19317.0,18461.0,18525.0,14187.0,7794.0,3828.0,160943.0,4388.0,4007.0,4155.0,3156.0,2128.0,9162.0,16385.0,15501.0,22760.0,21336.0,22505.0,18005.0,10202.0,7253.0,3179.0,1686.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,San Joaquin,San Joaquin Valley,077,387165.0,193614.0,12313.0,13534.0,13425.0,8268.0,5357.0,12499.0,13802.0,13049.0,24164.0,24777.0,24598.0,16853.0,7650.0,3325.0,193551.0,11802.0,12625.0,13028.0,7224.0,4645.0,11732.0,12703.0,12097.0,23269.0,25017.0,24950.0,18704.0,10017.0,5738.0,53116.0,26367.0,1797.0,1749.0,1941.0,1255.0,876.0,2205.0,2085.0,1808.0,3508.0,3260.0,3217.0,1765.0,690.0,211.0,26749.0,1648.0,1857.0,2032.0,1123.0,658.0,1881.0,2148.0,1736.0,3381.0,3473.0,3387.0,2162.0,777.0,486.0,4695.0,2551.0,111.0,190.0,215.0,99.0,71.0,97.0,261.0,184.0,424.0,351.0,278.0,144.0,97.0,29.0,2144.0,102.0,80.0,284.0,165.0,74.0,118.0,106.0,130.0,281.0,211.0,313.0,148.0,76.0,56.0,119446.0,57867.0,4311.0,4351.0,4514.0,2254.0,1412.0,3899.0,4602.0,4517.0,8260.0,7390.0,6111.0,3694.0,1998.0,554.0,61579.0,3658.0,4146.0,4375.0,2438.0,1539.0,3966.0,4488.0,4675.0,9282.0,7755.0,6911.0,5129.0,2077.0,1140.0,4597.0,2414.0,83.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,San Luis Obispo,Central Coast,079,233297.0,116049.0,5099.0,5398.0,5734.0,3441.0,5026.0,12490.0,6883.0,6528.0,12957.0,12618.0,15704.0,14862.0,6480.0,2829.0,117248.0,5042.0,5102.0,5459.0,3182.0,4766.0,10933.0,6391.0,6196.0,11883.0,12515.0,18010.0,15960.0,8151.0,3658.0,4865.0,3305.0,0.0,51.0,107.0,23.0,110.0,493.0,371.0,378.0,426.0,698.0,447.0,171.0,30.0,0.0,1560.0,142.0,70.0,132.0,38.0,183.0,47.0,189.0,75.0,146.0,209.0,135.0,171.0,0.0,23.0,2383.0,1096.0,62.0,0.0,4.0,18.0,17.0,80.0,45.0,111.0,105.0,199.0,256.0,95.0,75.0,29.0,1287.0,24.0,146.0,95.0,0.0,69.0,111.0,40.0,0.0,117.0,200.0,294.0,117.0,33.0,41.0,10559.0,4846.0,104.0,84.0,206.0,68.0,713.0,833.0,388.0,293.0,573.0,521.0,450.0,376.0,193.0,44.0,5713.0,76.0,177.0,227.0,162.0,934.0,541.0,302.0,263.0,701.0,741.0,697.0,488.0,337.0,67.0,258.0,164.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,San Mateo,Bay Area,081,369924.0,186460.0,9350.0,9888.0,9565.0,6405.0,3531.0,8644.0,12342.0,13257.0,24826.0,27092.0,28220.0,19357.0,9522.0,4461.0,183464.0,7964.0,8172.0,10024.0,6132.0,2833.0,8421.0,10330.0,11509.0,23420.0,26629.0,26980.0,21077.0,12422.0,7551.0,18104.0,9283.0,457.0,415.0,358.0,236.0,142.0,613.0,704.0,934.0,1224.0,1289.0,1385.0,892.0,451.0,183.0,8821.0,442.0,508.0,312.0,221.0,84.0,683.0,744.0,526.0,982.0,1071.0,1338.0,937.0,742.0,231.0,3917.0,1838.0,192.0,0.0,26.0,41.0,93.0,159.0,147.0,71.0,375.0,202.0,290.0,159.0,83.0,0.0,2079.0,148.0,81.0,101.0,41.0,25.0,108.0,93.0,266.0,367.0,247.0,206.0,208.0,133.0,55.0,225027.0,106293.0,5713.0,5705.0,5386.0,3005.0,1933.0,5904.0,9518.0,10135.0,18040.0,14207.0,12519.0,8645.0,3694.0,1889.0,118734.0,5659.0,5276.0,4759.0,2915.0,1610.0,5413.0,9066.0,10464.0,20449.0,17377.0,15896.0,11268.0,5803.0,2779.0,9611.0,4931.0,578.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
