,County,Region,FIPS Code,B01001A_001E,B01001A_002E,B01001A_003E,B01001A_004E,B01001A_005E,B01001A_006E,B01001A_007E,B01001A_008E,B01001A_009E,B01001A_010E,B01001A_011E,B01001A_012E,B01001A_013E,B01001A_014E,B01001A_015E,B01001A_016E,B01001A_017E,B01001A_018E,B01001A_019E,B01001A_020E,B01001A_021E,B01001A_022E,B01001A_023E,B01001A_024E,B01001A_025E,B01001A_026E,B01001A_027E,B01001A_028E,B01001A_029E,B01001A_030E,B01001A_031E,B01001B_001E,B01001B_002E,B01001B_003E,B01001B_004E,B01001B_005E,B01001B_006E,B01001B_007E,B01001B_008E,B01001B_009E,B01001B_010E,B01001B_011E,B01001B_012E,B01001B_013E,B01001B_014E,B01001B_015E,B01001B_016E,B01001B_017E,B01001B_018E,B01001B_019E,B01001B_020E,B01001B_021E,B01001B_022E,B01001B_023E,B01001B_024E,B01001B_025E,B01001B_026E,B01001B_027E,B01001B_028E,B01001B_029E,B01001B_030E,B01001B_031E,B01001C_001E,B01001C_002E,B01001C_003E,B01001C_004E,B01001C_005E,B01001C_006E,B01001C_007E,B01001C_008E,B01001C_009E,B01001C_010E,B01001C_011E,B01001C_012E,B01001C_013E,B01001C_014E,B01001C_015E,B01001C_016E,B01001C_017E,B01001C_018E,B01001C_019E,B01001C_020E,B01001C_021E,B01001C_022E,B01001C_023E,B01001C_024E,B01001C_025E,B01001C_026E,B01001C_027E,B01001C_028E,B01001C_029E,B01001C_030E,B01001C_031E,B01001D_001E,B01001D_002E,B01001D_003E,B01001D_004E,B01001D_005E,B01001D_006E,B01001D_007E,B01001D_008E,B01001D_009E,B01001D_010E,B01001D_011E,B01001D_012E,B01001D_013E,B01001D_014E,B01001D_015E,B01001D_016E,B01001D_017E,B01001D_018E,B01001D_019E,B01001D_020E,B01001D_021E,B01001D_022E,B01001D_023E,B01001D_024E,B01001D_025E,B01001D_026E,B01001D_027E,B01001D_028E,B01001D_029E,B01001D_030E,B01001D_031E,B01001E_001E,B01001E_002E,B01001E_003E,B01001E_004E,B01001E_005E,B01001E_006E,B01001E_007E,B01001E_008E,B01001E_009E,B01001E_010E,B01001E_011E,B01001E_012E,B01001E_013E,B01001E_014E,B01001E_015E,B01001E_016E,B01001E_017E,B01001E_018E,B01001E_019E,B01001E_020E,B01001E_021E,B01001E_022E,B01001E_023E,B01001E_024E,B01001E_025E,B01001E_026E,B01001E_027E,B01001E_028E,B01001E_029E,B01001E_030E,B01001E_031E,B01001F_001E,B01001F_002E,B01001F_003E,B01001F_004E,B01001F_005E,B01001F_006E,B01001F_007E,B01001F_008E,B01001F_009E,B01001F_010E,B01001F_011E,B01001F_012E,B01001F_013E,B01001F_014E,B01001F_015E,B01001F_016E,B01001F_017E,B01001F_018E,B01001F_019E,B01001F_020E,B01001F_021E,B01001F_022E,B01001F_023E,B01001F_024E,B01001F_025E,B01001F_026E,B01001F_027E,B01001F_028E,B01001F_029E,B01001F_030E,B01001F_031E,B01001G_001E,B01001G_002E,B01001G_003E,B01001G_004E,B01001G_005E,B01001G_006E,B01001G_007E,B01001G_008E,B01001G_009E,B01001G_010E,B01001G_011E,B01001G_012E,B01001G_013E,B01001G_014E,B01001G_015E,B01001G_016E,B01001G_017E,B01001G_018E,B01001G_019E,B01001G_020E,B01001G_021E,B01001G_022E,B01001G_023E,B01001G_024E,B01001G_025E,B01001G_026E,B01001G_027E,B01001G_028E,B01001G_029E,B01001G_030E,B01001G_031E,B01001H_001E,B01001H_002E,B01001H_003E,B01001H_004E,B01001H_005E,B01001H_006E,B01001H_007E,B01001H_008E,B01001H_009E,B01001H_010E,B01001H_011E,B01001H_012E,B01001H_013E,B01001H_014E,B01001H_015E,B01001H_016E,B01001H_017E,B01001H_018E,B01001H_019E,B01001H_020E,B01001H_021E,B01001H_022E,B01001H_023E,B01001H_024E,B01001H_025E,B01001H_026E,B01001H_027E,B01001H_028E,B01001H_029E,B01001H_030E,B01001H_031E,B01001I_001E,B01001I_002E,B01001I_003E,B01001I_004E,B01001I_005E,B01001I_006E,B01001I_007E,B01001I_008E,B01001I_009E,B01001I_010E,B01001I_011E,B01001I_012E,B01001I_013E,B01001I_014E,B01001I_015E,B01001I_016E,B01001I_017E,B01001I_018E,B01001I_019E,B01001I_020E,B01001I_021E,B01001I_022E,B01001I_023E,B01001I_024E,B01001I_025E,B01001I_026E,B01001I_027E,B01001I_028E,B01001I_029E,B01001I_030E,B01001I_031E
41,Santa Barbara,Central Coast,083,319547.0,158765.0,9722.0,9828.0,9413.0,5525.0,5998.0,16481.0,11352.0,10028.0,18475.0,17095.0,18850.0,14818.0,7804.0,3376.0,160782.0,9371.0,9336.0,9545.0,5064.0,6365.0,15698.0,10374.0,8841.0,16977.0,17472.0,20150.0,16390.0,9564.0,5635.0,8474.0,4517.0,159.0,103.0,235.0,81.0,160.0,531.0,579.0,373.0,691.0,608.0,496.0,289.0,92.0,120.0,3957.0,107.0,281.0,183.0,112.0,350.0,589.0,415.0,205.0,406.0,287.0,477.0,287.0,128.0,130.0,4941.0,2604.0,65.0,162.0,231.0,166.0,107.0,294.0,145.0,208.0,296.0,427.0,303.0,124.0,76.0,0.0,2337.0,43.0,202.0,209.0,115.0,33.0,165.0,159.0,177.0,273.0,405.0,256.0,184.0,99.0,17.0,24678.0,12002.0,269.0,384.0,501.0,397.0,1475.0,2285.0,1085.0,858.0,1207.0,1210.0,1213.0,734.0,287.0,97.0,12676.0,410.0,271.0,555.0,322.0,1880.0,1718.0,944.0,607.0,1479.0,1372.0,1421.0,995.0,489.0,213.0,528.0,396.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,Santa Clara,Bay Area,085,801381.0,409637.0,19699.0,20605.0,22744.0,13840.0,9001.0,23734.0,30392.0,31772.0,55095.0,58820.0,59432.0,36762.0,19264.0,8477.0,391744.0,18212.0,19445.0,21825.0,13312.0,8591.0,21355.0,25805.0,26258.0,48769.0,53977.0,55706.0,39959.0,24311.0,14219.0,47379.0,25050.0,1429.0,1554.0,1255.0,661.0,768.0,2158.0,2547.0,2295.0,3666.0,3170.0,3197.0,1520.0,671.0,159.0,22329.0,1231.0,1264.0,1230.0,959.0,821.0,1762.0,1956.0,1695.0,3104.0,2545.0,2879.0,1664.0,699.0,520.0,9990.0,5139.0,363.0,548.0,354.0,218.0,298.0,336.0,318.0,418.0,725.0,628.0,550.0,221.0,150.0,12.0,4851.0,210.0,409.0,342.0,178.0,151.0,468.0,251.0,271.0,723.0,606.0,622.0,374.0,161.0,85.0,724855.0,360783.0,21364.0,21132.0,21301.0,12061.0,6501.0,20888.0,35072.0,36070.0,59304.0,50710.0,36860.0,23086.0,11879.0,4555.0,364072.0,20559.0,19966.0,19260.0,11103.0,5928.0,18054.0,30088.0,32551.0,61133.0,53897.0,41603.0,28149.0,14159.0,7622.0,6949.0,3574.0,157.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,Santa Cruz,Central Coast,087,195781.0,96718.0,4274.0,4600.0,4452.0,2885.0,4002.0,9088.0,6379.0,5558.0,10391.0,12849.0,14473.0,11890.0,4402.0,1475.0,99063.0,4200.0,3815.0,5110.0,2816.0,4510.0,8608.0,5362.0,5237.0,11167.0,12288.0,14945.0,12657.0,5196.0,3152.0,3472.0,1753.0,0.0,167.0,92.0,8.0,91.0,262.0,167.0,99.0,335.0,142.0,191.0,100.0,52.0,47.0,1719.0,57.0,139.0,96.0,111.0,201.0,226.0,157.0,147.0,86.0,250.0,179.0,28.0,42.0,0.0,1708.0,861.0,19.0,81.0,15.0,63.0,7.0,8.0,22.0,59.0,85.0,214.0,226.0,31.0,28.0,3.0,847.0,85.0,16.0,5.0,14.0,87.0,88.0,40.0,52.0,173.0,59.0,101.0,111.0,16.0,0.0,13563.0,6383.0,186.0,197.0,90.0,208.0,1082.0,1016.0,427.0,215.0,662.0,733.0,703.0,568.0,225.0,71.0,7180.0,61.0,258.0,159.0,66.0,1096.0,1048.0,442.0,374.0,701.0,942.0,975.0,579.0,232.0,247.0,484.0,270.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,Shasta,Far North,089,152586.0,74693.0,4268.0,4420.0,4169.0,2646.0,1506.0,4095.0,4814.0,4737.0,8608.0,8725.0,11025.0,9386.0,4550.0,1744.0,77893.0,4046.0,3949.0,4288.0,2540.0,1391.0,3711.0,4565.0,4724.0,8270.0,9417.0,12384.0,10551.0,5495.0,2562.0,1912.0,1185.0,108.0,159.0,58.0,41.0,15.0,95.0,99.0,69.0,49.0,141.0,217.0,85.0,49.0,0.0,727.0,94.0,39.0,23.0,53.0,40.0,91.0,62.0,31.0,141.0,97.0,16.0,17.0,0.0,23.0,4420.0,2269.0,173.0,241.0,135.0,149.0,80.0,167.0,187.0,197.0,263.0,162.0,262.0,194.0,51.0,8.0,2151.0,119.0,51.0,208.0,52.0,34.0,138.0,215.0,136.0,299.0,240.0,358.0,218.0,24.0,59.0,5772.0,2625.0,109.0,154.0,124.0,85.0,133.0,191.0,305.0,310.0,360.0,303.0,274.0,161.0,46.0,70.0,3147.0,123.0,248.0,222.0,131.0,67.0,214.0,290.0,376.0,403.0,372.0,347.0,216.0,79.0,59.0,281.0,124.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,Sierra,Far North,091,2722.0,1378.0,104.0,52.0,63.0,27.0,34.0,0.0,89.0,85.0,124.0,165.0,262.0,215.0,149.0,9.0,1344.0,18.0,50.0,77.0,46.0,14.0,63.0,29.0,16.0,140.0,195.0,266.0,231.0,160.0,39.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,44.0,0.0,0.0,2.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,Siskiyou,Far North,093,36195.0,18129.0,863.0,753.0,1185.0,618.0,347.0,890.0,954.0,980.0,1877.0,1908.0,2939.0,3045.0,1296.0,474.0,18066.0,767.0,1056.0,669.0,574.0,293.0,696.0,866.0,919.0,1844.0,2011.0,3264.0,3088.0,1492.0,527.0,668.0,412.0,34.0,16.0,6.0,0.0,38.0,33.0,0.0,9.0,107.0,26.0,94.0,19.0,30.0,0.0,256.0,28.0,10.0,29.0,2.0,3.0,29.0,0.0,0.0,6.0,7.0,109.0,20.0,13.0,0.0,1686.0,762.0,72.0,32.0,84.0,46.0,6.0,20.0,61.0,37.0,65.0,101.0,68.0,124.0,43.0,3.0,924.0,57.0,85.0,50.0,43.0,19.0,38.0,36.0,70.0,49.0,117.0,170.0,146.0,28.0,16.0,547.0,246.0,0.0,0.0,14.0,13.0,0.0,1.0,73.0,22.0,1.0,24.0,74.0,24.0,0.0,0.0,301.0,0.0,0.0,0.0,0.0,35.0,23.0,7.0,15.0,15.0,76.0,42.0,81.0,5.0,2.0,160.0,80.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,Solano,Bay Area,095,225258.0,111929.0,5588.0,6406.0,6532.0,3324.0,2385.0,6918.0,8328.0,8516.0,13812.0,14685.0,16518.0,12090.0,5114.0,1713.0,113329.0,6115.0,6442.0,5824.0,3596.0,2080.0,6127.0,7394.0,8049.0,13249.0,14690.0,17273.0,13179.0,5998.0,3313.0,60991.0,30692.0,1332.0,1566.0,2022.0,1073.0,794.0,2373.0,2838.0,2276.0,3929.0,4255.0,4271.0,2583.0,1111.0,269.0,30299.0,1371.0,1682.0,1848.0,1206.0,649.0,1980.0,2444.0,1930.0,3451.0,4027.0,4849.0,2920.0,1395.0,547.0,2531.0,1361.0,44.0,52.0,176.0,46.0,71.0,93.0,73.0,29.0,163.0,128.0,286.0,81.0,82.0,37.0,1170.0,12.0,75.0,62.0,115.0,20.0,20.0,146.0,39.0,146.0,144.0,185.0,165.0,31.0,10.0,69169.0,31406.0,1622.0,1544.0,1748.0,1270.0,776.0,2004.0,2439.0,2177.0,4126.0,3947.0,4344.0,3460.0,1427.0,522.0,37763.0,1317.0,1557.0,1871.0,1123.0,498.0,2002.0,2564.0,2660.0,5252.0,5163.0,5634.0,4673.0,2147.0,1302.0,4212.0,2028.0,65.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,Sonoma,Bay Area,097,360200.0,173878.0,7475.0,8540.0,8008.0,5392.0,3795.0,8932.0,11019.0,11208.0,20879.0,22897.0,27538.0,24247.0,10013.0,3935.0,186322.0,6864.0,7910.0,7913.0,5177.0,4011.0,8667.0,10515.0,10738.0,21166.0,23874.0,31346.0,28346.0,12278.0,7517.0,8266.0,4270.0,168.0,216.0,316.0,99.0,178.0,288.0,243.0,217.0,779.0,645.0,640.0,345.0,56.0,80.0,3996.0,122.0,268.0,287.0,266.0,165.0,355.0,364.0,316.0,603.0,378.0,484.0,256.0,126.0,6.0,4441.0,2261.0,45.0,232.0,118.0,90.0,46.0,215.0,174.0,210.0,290.0,392.0,287.0,97.0,63.0,2.0,2180.0,114.0,97.0,110.0,30.0,43.0,242.0,211.0,149.0,248.0,279.0,389.0,122.0,132.0,14.0,21239.0,9587.0,387.0,392.0,618.0,407.0,334.0,706.0,685.0,580.0,1413.0,1413.0,1291.0,873.0,385.0,103.0,11652.0,328.0,247.0,705.0,379.0,328.0,710.0,807.0,750.0,1931.0,1991.0,1620.0,983.0,527.0,346.0,1614.0,677.0,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,Stanislaus,San Joaquin Valley,099,384703.0,189088.0,12974.0,13631.0,15024.0,8670.0,5083.0,12237.0,13778.0,13762.0,23696.0,23023.0,22214.0,15310.0,7195.0,2491.0,195615.0,13067.0,13353.0,14177.0,8321.0,5014.0,11894.0,13558.0,13166.0,24057.0,23349.0,23862.0,17944.0,9029.0,4824.0,16961.0,8650.0,627.0,413.0,992.0,471.0,175.0,719.0,882.0,573.0,1005.0,929.0,1085.0,545.0,174.0,60.0,8311.0,541.0,752.0,611.0,342.0,226.0,563.0,746.0,573.0,999.0,937.0,1009.0,613.0,255.0,144.0,4738.0,2314.0,193.0,161.0,115.0,113.0,26.0,103.0,242.0,127.0,255.0,364.0,336.0,192.0,65.0,22.0,2424.0,78.0,98.0,238.0,69.0,191.0,210.0,91.0,85.0,347.0,245.0,491.0,173.0,66.0,42.0,32003.0,15211.0,1036.0,1099.0,1098.0,746.0,312.0,1107.0,1164.0,1314.0,2143.0,1978.0,1498.0,1104.0,436.0,176.0,16792.0,1116.0,1177.0,887.0,553.0,370.0,903.0,1289.0,1444.0,2409.0,2364.0,2025.0,1399.0,684.0,172.0,3266.0,1599.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,Sutter,Far North,101,61307.0,30418.0,2096.0,2383.0,2119.0,1358.0,766.0,1683.0,2010.0,1887.0,3578.0,3848.0,3906.0,2726.0,1454.0,604.0,30889.0,1848.0,1789.0,2154.0,1291.0,661.0,1556.0,2013.0,2071.0,3941.0,3686.0,4004.0,3027.0,1927.0,921.0,1894.0,1084.0,43.0,11.0,40.0,49.0,14.0,125.0,80.0,68.0,158.0,191.0,184.0,67.0,36.0,18.0,810.0,10.0,56.0,59.0,0.0,0.0,32.0,163.0,100.0,32.0,79.0,113.0,82.0,42.0,42.0,1061.0,645.0,52.0,22.0,109.0,25.0,16.0,35.0,47.0,32.0,99.0,69.0,78.0,54.0,5.0,2.0,416.0,8.0,12.0,16.0,0.0,0.0,19.0,83.0,7.0,31.0,144.0,42.0,51.0,0.0,3.0,15997.0,7922.0,594.0,483.0,633.0,350.0,130.0,483.0,717.0,594.0,845.0,987.0,971.0,638.0,256.0,241.0,8075.0,463.0,553.0,483.0,239.0,160.0,424.0,657.0,634.0,1055.0,1014.0,1001.0,759.0,422.0,211.0,588.0,241.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,Tehama,Far North,103,53987.0,26960.0,1648.0,1545.0,2083.0,1093.0,510.0,1397.0,1587.0,1581.0,3243.0,3029.0,3810.0,3160.0,1808.0,466.0,27027.0,1376.0,1483.0,1882.0,945.0,464.0,1539.0,1504.0,1416.0,3037.0,3154.0,4160.0,3388.0,1881.0,798.0,420.0,279.0,0.0,15.0,0.0,0.0,0.0,0.0,52.0,11.0,53.0,19.0,53.0,75.0,1.0,0.0,141.0,0.0,0.0,14.0,12.0,1.0,0.0,60.0,9.0,6.0,0.0,18.0,0.0,21.0,0.0,865.0,366.0,0.0,0.0,24.0,2.0,0.0,26.0,0.0,44.0,89.0,46.0,67.0,40.0,28.0,0.0,499.0,9.0,26.0,43.0,25.0,10.0,0.0,40.0,26.0,73.0,37.0,31.0,153.0,8.0,18.0,1090.0,454.0,0.0,55.0,56.0,51.0,0.0,42.0,62.0,21.0,11.0,83.0,14.0,34.0,25.0,0.0,636.0,0.0,0.0,71.0,90.0,0.0,0.0,0.0,15.0,178.0,76.0,101.0,50.0,53.0,2.0,18.0,8.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,Trinity,Far North,105,10694.0,5332.0,281.0,188.0,307.0,151.0,123.0,171.0,177.0,225.0,664.0,530.0,1008.0,917.0,503.0,87.0,5362.0,292.0,297.0,170.0,137.0,90.0,186.0,210.0,269.0,561.0,644.0,1071.0,858.0,458.0,119.0,65.0,65.0,0.0,0.0,0.0,49.0,0.0,0.0,8.0,1.0,4.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,722.0,322.0,10.0,10.0,0.0,0.0,47.0,0.0,0.0,0.0,11.0,62.0,34.0,21.0,113.0,14.0,400.0,0.0,21.0,36.0,3.0,0.0,0.0,0.0,0.0,156.0,12.0,37.0,114.0,21.0,0.0,244.0,119.0,0.0,20.0,36.0,0.0,0.0,16.0,0.0,0.0,11.0,15.0,6.0,0.0,15.0,0.0,125.0,11.0,0.0,15.0,15.0,5.0,0.0,0.0,40.0,36.0,0.0,0.0,0.0,3.0,0.0,35.0,35.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,Tulare,San Joaquin Valley,107,309798.0,153527.0,11912.0,13908.0,13254.0,7326.0,4497.0,10477.0,11037.0,10515.0,19962.0,17277.0,15237.0,11035.0,4797.0,2293.0,156271.0,11827.0,12344.0,13267.0,7299.0,4151.0,10610.0,10604.0,11020.0,19631.0,16644.0,16691.0,12394.0,6383.0,3406.0,7606.0,4261.0,539.0,580.0,245.0,253.0,56.0,328.0,382.0,291.0,554.0,354.0,411.0,149.0,92.0,27.0,3345.0,254.0,345.0,219.0,171.0,19.0,236.0,319.0,328.0,370.0,284.0,420.0,128.0,26.0,226.0,5955.0,2999.0,271.0,298.0,249.0,89.0,209.0,80.0,172.0,228.0,392.0,408.0,394.0,163.0,24.0,22.0,2956.0,144.0,150.0,324.0,270.0,17.0,166.0,207.0,159.0,576.0,314.0,275.0,236.0,85.0,33.0,17310.0,8480.0,600.0,849.0,815.0,393.0,295.0,473.0,506.0,579.0,1001.0,914.0,981.0,667.0,304.0,103.0,8830.0,419.0,594.0,873.0,371.0,286.0,470.0,630.0,738.0,1173.0,938.0,1090.0,680.0,155.0,413.0,618.0,376.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,Tuolumne,Sierras,109,46905.0,23806.0,971.0,1160.0,1088.0,664.0,401.0,1172.0,1455.0,1397.0,2597.0,2750.0,3777.0,3806.0,1885.0,683.0,23099.0,851.0,939.0,1130.0,701.0,269.0,1016.0,1160.0,1182.0,2223.0,2517.0,4171.0,3922.0,1932.0,1086.0,1007.0,813.0,3.0,0.0,0.0,2.0,24.0,133.0,149.0,114.0,154.0,127.0,66.0,27.0,14.0,0.0,194.0,30.0,0.0,0.0,0.0,1.0,2.0,19.0,3.0,15.0,70.0,27.0,14.0,13.0,0.0,948.0,483.0,34.0,21.0,18.0,33.0,43.0,32.0,22.0,60.0,79.0,21.0,32.0,62.0,26.0,0.0,465.0,16.0,11.0,38.0,1.0,8.0,10.0,18.0,33.0,31.0,77.0,123.0,90.0,9.0,0.0,753.0,383.0,0.0,46.0,0.0,17.0,11.0,96.0,13.0,46.0,25.0,27.0,49.0,34.0,1.0,18.0,370.0,18.0,24.0,23.0,0.0,0.0,6.0,0.0,30.0,12.0,107.0,85.0,24.0,37.0,4.0,146.0,66.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,Ventura,South Coast,111,637686.0,315135.0,18015.0,19532.0,20981.0,12631.0,8055.0,20507.0,21767.0,20246.0,39291.0,41979.0,43265.0,29376.0,13373.0,6117.0,322551.0,16536.0,18328.0,20994.0,12658.0,7417.0,20740.0,20328.0,19251.0,38537.0,42784.0,45104.0,32605.0,17360.0,9909.0,15422.0,8409.0,243.0,366.0,490.0,334.0,430.0,697.0,738.0,681.0,1021.0,1265.0,1149.0,685.0,282.0,28.0,7013.0,292.0,322.0,512.0,351.0,247.0,367.0,661.0,502.0,785.0,849.0,1044.0,586.0,260.0,235.0,6990.0,3966.0,230.0,205.0,221.0,190.0,128.0,404.0,317.0,499.0,759.0,290.0,412.0,198.0,70.0,43.0,3024.0,258.0,221.0,269.0,218.0,202.0,218.0,314.0,102.0,365.0,194.0,381.0,161.0,55.0,66.0,61239.0,28254.0,1356.0,1362.0,1680.0,1032.0,659.0,1703.0,1912.0,1966.0,3967.0,4359.0,3928.0,2457.0,1379.0,494.0,32985.0,1161.0,1522.0,1698.0,845.0,602.0,1643.0,1671.0,1955.0,5532.0,5205.0,4952.0,3435.0,1591.0,1173.0,1943.0,1030.0,49.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,Yolo,Sacramento Metro,113,145299.0,70460.0,3934.0,4146.0,4032.0,2674.0,3179.0,7910.0,5471.0,4658.0,8697.0,8197.0,8058.0,5836.0,2657.0,1011.0,74839.0,3894.0,3961.0,4245.0,2708.0,3726.0,8690.0,4865.0,4366.0,8791.0,8438.0,8850.0,7014.0,3503.0,1788.0,5694.0,2994.0,61.0,44.0,312.0,187.0,265.0,302.0,275.0,221.0,457.0,274.0,347.0,222.0,19.0,8.0,2700.0,43.0,168.0,151.0,103.0,223.0,688.0,112.0,167.0,419.0,92.0,248.0,135.0,86.0,65.0,1420.0,761.0,28.0,20.0,79.0,41.0,0.0,81.0,133.0,32.0,51.0,56.0,118.0,114.0,0.0,8.0,659.0,25.0,0.0,0.0,53.0,8.0,33.0,60.0,61.0,102.0,90.0,106.0,53.0,12.0,56.0,31584.0,14843.0,678.0,299.0,566.0,518.0,1748.0,3870.0,1063.0,1015.0,1598.0,1249.0,1123.0,632.0,320.0,164.0,16741.0,470.0,616.0,542.0,505.0,2183.0,4255.0,1313.0,1015.0,1692.0,1532.0,1190.0,847.0,361.0,220.0,1018.0,415.0,44.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,Yuba,Far North,115,56990.0,28559.0,2224.0,2476.0,1730.0,1090.0,735.0,1934.0,2145.0,2220.0,3739.0,3138.0,3270.0,2508.0,803.0,547.0,28431.0,2169.0,2281.0,1922.0,1110.0,505.0,1631.0,2077.0,2249.0,3707.0,2934.0,3596.0,2563.0,1182.0,505.0,2632.0,1544.0,108.0,59.0,150.0,75.0,72.0,184.0,108.0,41.0,263.0,175.0,206.0,79.0,24.0,0.0,1088.0,88.0,75.0,26.0,28.0,13.0,76.0,194.0,72.0,98.0,128.0,167.0,92.0,18.0,13.0,1030.0,491.0,0.0,19.0,7.0,31.0,18.0,23.0,31.0,20.0,82.0,46.0,170.0,44.0,0.0,0.0,539.0,26.0,29.0,28.0,4.0,9.0,98.0,38.0,0.0,86.0,69.0,106.0,11.0,11.0,24.0,5631.0,2957.0,395.0,201.0,270.0,169.0,124.0,234.0,332.0,198.0,453.0,195.0,199.0,181.0,6.0,0.0,2674.0,195.0,334.0,244.0,75.0,5.0,198.0,153.0,314.0,378.0,290.0,256.0,135.0,46.0,51.0,310.0,155.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
